0.03	7	83	2956591	2956591	0.03
0.0301	7	83	2956591	2956591	0.03
0.0302	7	83	2956591	2956591	0.03
0.0303	7	83	2956591	2956591	0.03
0.0304	7	83	2956591	2956591	0.03
0.0305	7	83	2956591	2956591	0.03
0.0306	7	83	2956591	2956591	0.03
0.0307	7	83	2956591	2956591	0.03
0.0308	7	83	2956591	2956591	0.03
0.0309	7	83	2956591	2956591	0.03
0.031	7	83	2956591	2956591	0.03
0.0311	7	83	2956591	2956591	0.03
0.0312	7	83	2956591	2956591	0.03
0.0313	8	76	2890590	2956591	0.0313
0.0314	8	76	2890590	2890590	0.0313
0.0315	8	76	2890590	2890590	0.0313
0.0316	8	76	2890590	2890590	0.0313
0.0317	8	76	2890590	2890590	0.0313
0.0318	8	76	2890590	2890590	0.0313
0.0319	8	76	2890590	2890590	0.0313
0.032	8	76	2890590	2890590	0.0313
0.0321	8	76	2890590	2890590	0.0313
0.0322	8	76	2890590	2890590	0.0313
0.0323	8	76	2890590	2890590	0.0313
0.0324	8	76	2890590	2890590	0.0313
0.0325	8	76	2890590	2890590	0.0313
0.0326	8	76	2890590	2890590	0.0313
0.0327	8	76	2890590	2890590	0.0313
0.0328	8	76	2890590	2890590	0.0313
0.0329	8	76	2890590	2890590	0.0313
0.033	8	76	2890590	2890590	0.0313
0.0331	8	76	2890590	2890590	0.0313
0.0332	8	76	2890590	2890590	0.0313
0.0333	8	76	2890590	2890590	0.0313
0.0334	8	76	2890590	2890590	0.0313
0.0335	8	76	2890590	2890590	0.0313
0.0336	8	76	2890590	2890590	0.0313
0.0337	8	76	2890590	2890590	0.0313
0.0338	8	76	2890590	2890590	0.0313
0.0339	8	76	2890590	2890590	0.0313
0.034	8	76	2890590	2890590	0.0313
0.0341	8	76	2890590	2890590	0.0313
0.0342	8	76	2890590	2890590	0.0313
0.0343	8	76	2890590	2890590	0.0313
0.0344	8	76	2890590	2890590	0.0313
0.0345	8	76	2890590	2890590	0.0313
0.0346	8	76	2890590	2890590	0.0313
0.0347	8	76	2890590	2890590	0.0313
0.0348	8	76	2890590	2890590	0.0313
0.0349	8	76	2890590	2890590	0.0313
0.035	8	76	2890590	2890590	0.0313
0.0351	8	76	2890590	2890590	0.0313
0.0352	9	71	2885632	2890590	0.0352
0.0353	9	71	2885632	2885632	0.0352
0.0354	9	71	2885632	2885632	0.0352
0.0355	9	71	2885632	2885632	0.0352
0.0356	9	71	2885632	2885632	0.0352
0.0357	9	71	2885632	2885632	0.0352
0.0358	9	71	2885632	2885632	0.0352
0.0359	9	71	2885632	2885632	0.0352
0.036	9	71	2885632	2885632	0.0352
0.0361	9	71	2885632	2885632	0.0352
0.0362	9	71	2885632	2885632	0.0352
0.0363	9	71	2885632	2885632	0.0352
0.0364	9	71	2885632	2885632	0.0352
0.0365	9	71	2885632	2885632	0.0352
0.0366	9	71	2885632	2885632	0.0352
0.0367	9	71	2885632	2885632	0.0352
0.0368	9	71	2885632	2885632	0.0352
0.0369	9	71	2885632	2885632	0.0352
0.037	9	71	2885632	2885632	0.0352
0.0371	9	71	2885632	2885632	0.0352
0.0372	9	71	2885632	2885632	0.0352
0.0373	9	71	2885632	2885632	0.0352
0.0374	9	71	2885632	2885632	0.0352
0.0375	9	71	2885632	2885632	0.0352
0.0376	9	71	2885632	2885632	0.0352
0.0377	9	71	2885632	2885632	0.0352
0.0378	9	71	2885632	2885632	0.0352
0.0379	9	71	2885632	2885632	0.0352
0.038	9	71	2885632	2885632	0.0352
0.0381	9	71	2885632	2885632	0.0352
0.0382	9	71	2885632	2885632	0.0352
0.0383	9	71	2885632	2885632	0.0352
0.0384	9	71	2885632	2885632	0.0352
0.0385	9	71	2885632	2885632	0.0352
0.0386	9	71	2885632	2885632	0.0352
0.0387	9	71	2885632	2885632	0.0352
0.0388	9	71	2885632	2885632	0.0352
0.0389	9	71	2885632	2885632	0.0352
0.039	9	71	2885632	2885632	0.0352
0.0391	10	67	2898077	2885632	0.0352
0.0392	10	67	2898077	2885632	0.0352
0.0393	10	67	2898077	2885632	0.0352
0.0394	10	67	2898077	2885632	0.0352
0.0395	10	67	2898077	2885632	0.0352
0.0396	10	67	2898077	2885632	0.0352
0.0397	10	67	2898077	2885632	0.0352
0.0398	10	67	2898077	2885632	0.0352
0.0399	10	67	2898077	2885632	0.0352
0.04	10	67	2898077	2885632	0.0352
0.0401	10	67	2898077	2885632	0.0352
0.0402	10	67	2898077	2885632	0.0352
0.0403	10	67	2898077	2885632	0.0352
0.0404	10	67	2898077	2885632	0.0352
0.0405	10	67	2898077	2885632	0.0352
0.0406	10	67	2898077	2885632	0.0352
0.0407	10	67	2898077	2885632	0.0352
0.0408	10	67	2898077	2885632	0.0352
0.0409	10	67	2898077	2885632	0.0352
0.041	10	67	2898077	2885632	0.0352
0.0411	10	67	2898077	2885632	0.0352
0.0412	10	67	2898077	2885632	0.0352
0.0413	10	67	2898077	2885632	0.0352
0.0414	10	67	2898077	2885632	0.0352
0.0415	10	67	2898077	2885632	0.0352
0.0416	10	67	2898077	2885632	0.0352
0.0417	10	67	2898077	2885632	0.0352
0.0418	10	67	2898077	2885632	0.0352
0.0419	10	67	2898077	2885632	0.0352
0.042	10	67	2898077	2885632	0.0352
0.0421	10	67	2898077	2885632	0.0352
0.0422	10	67	2898077	2885632	0.0352
0.0423	10	67	2898077	2885632	0.0352
0.0424	10	67	2898077	2885632	0.0352
0.0425	10	67	2898077	2885632	0.0352
0.0426	10	67	2898077	2885632	0.0352
0.0427	10	67	2898077	2885632	0.0352
0.0428	10	67	2898077	2885632	0.0352
0.0429	10	67	2898077	2885632	0.0352
0.043	11	63	2865869	2885632	0.043
0.0431	11	63	2865869	2865869	0.043
0.0432	11	63	2865869	2865869	0.043
0.0433	11	63	2865869	2865869	0.043
0.0434	11	63	2865869	2865869	0.043
0.0435	11	63	2865869	2865869	0.043
0.0436	11	63	2865869	2865869	0.043
0.0437	11	63	2865869	2865869	0.043
0.0438	11	63	2865869	2865869	0.043
0.0439	11	63	2865869	2865869	0.043
0.044	11	63	2865869	2865869	0.043
0.0441	11	63	2865869	2865869	0.043
0.0442	11	63	2865869	2865869	0.043
0.0443	11	63	2865869	2865869	0.043
0.0444	11	63	2865869	2865869	0.043
0.0445	11	63	2865869	2865869	0.043
0.0446	11	63	2865869	2865869	0.043
0.0447	11	63	2865869	2865869	0.043
0.0448	11	63	2865869	2865869	0.043
0.0449	11	63	2865869	2865869	0.043
0.045	11	63	2865869	2865869	0.043
0.0451	11	63	2865869	2865869	0.043
0.0452	11	63	2865869	2865869	0.043
0.0453	11	63	2865869	2865869	0.043
0.0454	11	63	2865869	2865869	0.043
0.0455	11	63	2865869	2865869	0.043
0.0456	11	63	2865869	2865869	0.043
0.0457	11	63	2865869	2865869	0.043
0.0458	11	63	2865869	2865869	0.043
0.0459	11	63	2865869	2865869	0.043
0.046	11	63	2865869	2865869	0.043
0.0461	11	63	2865869	2865869	0.043
0.0462	11	63	2865869	2865869	0.043
0.0463	11	63	2865869	2865869	0.043
0.0464	11	63	2865869	2865869	0.043
0.0465	11	63	2865869	2865869	0.043
0.0466	11	63	2865869	2865869	0.043
0.0467	11	63	2865869	2865869	0.043
0.0468	11	63	2865869	2865869	0.043
0.0469	12	60	2875075	2865869	0.043
0.047	12	60	2875075	2865869	0.043
0.0471	12	60	2875075	2865869	0.043
0.0472	12	60	2875075	2865869	0.043
0.0473	12	60	2875075	2865869	0.043
0.0474	12	60	2875075	2865869	0.043
0.0475	12	60	2875075	2865869	0.043
0.0476	12	60	2875075	2865869	0.043
0.0477	12	60	2875075	2865869	0.043
0.0478	12	60	2875075	2865869	0.043
0.0479	12	60	2875075	2865869	0.043
0.048	12	60	2875075	2865869	0.043
0.0481	12	60	2875075	2865869	0.043
0.0482	12	60	2875075	2865869	0.043
0.0483	12	60	2875075	2865869	0.043
0.0484	12	60	2875075	2865869	0.043
0.0485	12	60	2875075	2865869	0.043
0.0486	12	60	2875075	2865869	0.043
0.0487	12	60	2875075	2865869	0.043
0.0488	12	60	2875075	2865869	0.043
0.0489	12	60	2875075	2865869	0.043
0.049	12	60	2875075	2865869	0.043
0.0491	12	60	2875075	2865869	0.043
0.0492	12	60	2875075	2865869	0.043
0.0493	12	60	2875075	2865869	0.043
0.0494	12	60	2875075	2865869	0.043
0.0495	12	60	2875075	2865869	0.043
0.0496	12	60	2875075	2865869	0.043
0.0497	12	60	2875075	2865869	0.043
0.0498	12	60	2875075	2865869	0.043
0.0499	12	60	2875075	2865869	0.043
0.05	12	60	2875075	2865869	0.043
0.0501	12	60	2875075	2865869	0.043
0.0502	12	60	2875075	2865869	0.043
0.0503	12	60	2875075	2865869	0.043
0.0504	12	60	2875075	2865869	0.043
0.0505	12	60	2875075	2865869	0.043
0.0506	12	60	2875075	2865869	0.043
0.0507	12	60	2875075	2865869	0.043
0.0508	13	58	2939403	2865869	0.043
0.0509	13	58	2939403	2865869	0.043
0.051	13	58	2939403	2865869	0.043
0.0511	13	58	2939403	2865869	0.043
0.0512	13	58	2939403	2865869	0.043
0.0513	13	58	2939403	2865869	0.043
0.0514	13	58	2939403	2865869	0.043
0.0515	13	58	2939403	2865869	0.043
0.0516	13	58	2939403	2865869	0.043
0.0517	13	58	2939403	2865869	0.043
0.0518	13	58	2939403	2865869	0.043
0.0519	13	58	2939403	2865869	0.043
0.052	13	58	2939403	2865869	0.043
0.0521	13	58	2939403	2865869	0.043
0.0522	13	58	2939403	2865869	0.043
0.0523	13	58	2939403	2865869	0.043
0.0524	13	58	2939403	2865869	0.043
0.0525	13	58	2939403	2865869	0.043
0.0526	13	58	2939403	2865869	0.043
0.0527	13	58	2939403	2865869	0.043
0.0528	13	58	2939403	2865869	0.043
0.0529	13	58	2939403	2865869	0.043
0.053	13	58	2939403	2865869	0.043
0.0531	13	58	2939403	2865869	0.043
0.0532	13	58	2939403	2865869	0.043
0.0533	13	58	2939403	2865869	0.043
0.0534	13	58	2939403	2865869	0.043
0.0535	13	58	2939403	2865869	0.043
0.0536	13	58	2939403	2865869	0.043
0.0537	13	58	2939403	2865869	0.043
0.0538	13	58	2939403	2865869	0.043
0.0539	13	58	2939403	2865869	0.043
0.054	13	58	2939403	2865869	0.043
0.0541	13	58	2939403	2865869	0.043
0.0542	13	58	2939403	2865869	0.043
0.0543	13	58	2939403	2865869	0.043
0.0544	13	58	2939403	2865869	0.043
0.0545	13	58	2939403	2865869	0.043
0.0546	13	58	2939403	2865869	0.043
0.0547	14	55	2892485	2865869	0.043
0.0548	14	55	2892485	2865869	0.043
0.0549	14	55	2892485	2865869	0.043
0.055	14	55	2892485	2865869	0.043
0.0551	14	55	2892485	2865869	0.043
0.0552	14	55	2892485	2865869	0.043
0.0553	14	55	2892485	2865869	0.043
0.0554	14	55	2892485	2865869	0.043
0.0555	14	55	2892485	2865869	0.043
0.0556	14	55	2892485	2865869	0.043
0.0557	14	55	2892485	2865869	0.043
0.0558	14	55	2892485	2865869	0.043
0.0559	14	55	2892485	2865869	0.043
0.056	14	55	2892485	2865869	0.043
0.0561	14	55	2892485	2865869	0.043
0.0562	14	55	2892485	2865869	0.043
0.0563	14	55	2892485	2865869	0.043
0.0564	14	55	2892485	2865869	0.043
0.0565	14	55	2892485	2865869	0.043
0.0566	14	55	2892485	2865869	0.043
0.0567	14	55	2892485	2865869	0.043
0.0568	14	55	2892485	2865869	0.043
0.0569	14	55	2892485	2865869	0.043
0.057	14	55	2892485	2865869	0.043
0.0571	14	55	2892485	2865869	0.043
0.0572	14	55	2892485	2865869	0.043
0.0573	14	55	2892485	2865869	0.043
0.0574	14	55	2892485	2865869	0.043
0.0575	14	55	2892485	2865869	0.043
0.0576	14	55	2892485	2865869	0.043
0.0577	14	55	2892485	2865869	0.043
0.0578	14	55	2892485	2865869	0.043
0.0579	14	55	2892485	2865869	0.043
0.058	14	55	2892485	2865869	0.043
0.0581	14	55	2892485	2865869	0.043
0.0582	14	55	2892485	2865869	0.043
0.0583	14	55	2892485	2865869	0.043
0.0584	14	55	2892485	2865869	0.043
0.0585	14	55	2892485	2865869	0.043
0.0586	15	53	2911269	2865869	0.043
0.0587	15	53	2911269	2865869	0.043
0.0588	15	53	2911269	2865869	0.043
0.0589	15	53	2911269	2865869	0.043
0.059	15	53	2911269	2865869	0.043
0.0591	15	53	2911269	2865869	0.043
0.0592	15	53	2911269	2865869	0.043
0.0593	15	53	2911269	2865869	0.043
0.0594	15	53	2911269	2865869	0.043
0.0595	15	53	2911269	2865869	0.043
0.0596	15	53	2911269	2865869	0.043
0.0597	15	53	2911269	2865869	0.043
0.0598	15	53	2911269	2865869	0.043
0.0599	15	53	2911269	2865869	0.043
0.06	15	53	2911269	2865869	0.043
0.0601	15	53	2911269	2865869	0.043
0.0602	15	53	2911269	2865869	0.043
0.0603	15	53	2911269	2865869	0.043
0.0604	15	53	2911269	2865869	0.043
0.0605	15	53	2911269	2865869	0.043
0.0606	15	53	2911269	2865869	0.043
0.0607	15	53	2911269	2865869	0.043
0.0608	15	53	2911269	2865869	0.043
0.0609	15	53	2911269	2865869	0.043
0.061	15	53	2911269	2865869	0.043
0.0611	15	53	2911269	2865869	0.043
0.0612	15	53	2911269	2865869	0.043
0.0613	15	53	2911269	2865869	0.043
0.0614	15	53	2911269	2865869	0.043
0.0615	15	53	2911269	2865869	0.043
0.0616	15	53	2911269	2865869	0.043
0.0617	15	53	2911269	2865869	0.043
0.0618	15	53	2911269	2865869	0.043
0.0619	15	53	2911269	2865869	0.043
0.062	15	53	2911269	2865869	0.043
0.0621	15	53	2911269	2865869	0.043
0.0622	15	53	2911269	2865869	0.043
0.0623	15	53	2911269	2865869	0.043
0.0624	15	53	2911269	2865869	0.043
0.0625	16	51	2911145	2865869	0.043
0.0626	16	51	2911145	2865869	0.043
0.0627	16	51	2911145	2865869	0.043
0.0628	16	51	2911145	2865869	0.043
0.0629	16	51	2911145	2865869	0.043
0.063	16	51	2911145	2865869	0.043
0.0631	16	51	2911145	2865869	0.043
0.0632	16	51	2911145	2865869	0.043
0.0633	16	51	2911145	2865869	0.043
0.0634	16	51	2911145	2865869	0.043
0.0635	16	51	2911145	2865869	0.043
0.0636	16	51	2911145	2865869	0.043
0.0637	16	51	2911145	2865869	0.043
0.0638	16	51	2911145	2865869	0.043
0.0639	16	51	2911145	2865869	0.043
0.064	16	51	2911145	2865869	0.043
0.0641	16	51	2911145	2865869	0.043
0.0642	16	51	2911145	2865869	0.043
0.0643	16	51	2911145	2865869	0.043
0.0644	16	51	2911145	2865869	0.043
0.0645	16	51	2911145	2865869	0.043
0.0646	16	51	2911145	2865869	0.043
0.0647	16	51	2911145	2865869	0.043
0.0648	16	51	2911145	2865869	0.043
0.0649	16	51	2911145	2865869	0.043
0.065	16	51	2911145	2865869	0.043
0.0651	16	51	2911145	2865869	0.043
0.0652	16	51	2911145	2865869	0.043
0.0653	16	51	2911145	2865869	0.043
0.0654	16	51	2911145	2865869	0.043
0.0655	16	51	2911145	2865869	0.043
0.0656	16	51	2911145	2865869	0.043
0.0657	16	51	2911145	2865869	0.043
0.0658	16	51	2911145	2865869	0.043
0.0659	16	51	2911145	2865869	0.043
0.066	16	51	2911145	2865869	0.043
0.0661	16	51	2911145	2865869	0.043
0.0662	16	51	2911145	2865869	0.043
0.0663	16	51	2911145	2865869	0.043
0.0664	16	51	2911145	2865869	0.043
0.0665	17	50	2992359	2865869	0.043
0.0666	17	50	2992359	2865869	0.043
0.0667	17	50	2992359	2865869	0.043
